Изображение,Название,Автор,Количество страниц,Издательство,Язык,ISBN-10
"https://images-na.ssl-images-amazon.com/images/I/518QICjddkL._SX258_BO1,204,203,200_.jpg","Information Technology for Management: On-Demand Strategies for Performance, Growth and Sustainability",Efraim Turban,Paperback: 480 pages,"Publisher: Wiley; 11 edition (January 31, 2018)",Language: English,ISBN-10: 1118890795
"https://images-na.ssl-images-amazon.com/images/I/51qiMdKHmYL._SX258_BO1,204,203,200_.jpg",Anti-Inflammatory Cookbook: 500 Tasty Recipes to Reduce Inflammation,None,Paperback: 276 pages,"Publisher: CreateSpace Independent Publishing Platform (June 14, 2018)",Language: English,ISBN-10: 1721112138
"https://images-na.ssl-images-amazon.com/images/I/51X3VeaAZnL._SX379_BO1,204,203,200_.jpg",Mastering Ethereum: Building Smart Contracts and DApps,Andreas M. Antonopoulos,Paperback: 424 pages,"Publisher: O'Reilly Media; 1 edition (December 23, 2018)",Language: English,ISBN-10: 1491971940
"https://images-na.ssl-images-amazon.com/images/I/51sT5l54ONL._SX379_BO1,204,203,200_.jpg",Natural Language Processing with PyTorch: Build Intelligent Language Applications Using Deep Learning,None,Paperback: 256 pages,"Publisher: O'Reilly Media; 1 edition (February 11, 2019)",Language: English,ISBN-10: 1491978236
"https://images-na.ssl-images-amazon.com/images/I/41QAHnJ%2BgJL._SX258_BO1,204,203,200_.jpg",Hashtag Authentic: Finding creativity and building a community on Instagram and beyond,Sara Tasker,Hardcover: 192 pages,"Publisher: White Lion Publishing (February 19, 2019)",Language: English,ISBN-10: 1911127616
"https://images-na.ssl-images-amazon.com/images/I/51q7xoJQVdL._SX322_BO1,204,203,200_.jpg",The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,None,Hardcover: 320 pages,"Publisher: Little, Brown and Company (February 14, 2017)",Language: English,ISBN-10: 0316380504
"https://images-na.ssl-images-amazon.com/images/I/51FVeekMSrL._SX258_BO1,204,203,200_.jpg",How To Draw Five Nights at Freddy's: FnaF Drawing Guide,None,Paperback: 112 pages,"Publisher: CreateSpace Independent Publishing Platform (October 16, 2017)",Language: English,ISBN-10: 197829610X
"https://images-na.ssl-images-amazon.com/images/I/51-v62S6FNL._SX417_BO1,204,203,200_.jpg","InstaStyle: Curate Your Life, Create Stunning Photos, and Elevate Your Instagram Influence",Tessa Barton,Paperback: 192 pages,"Publisher: Alpha (October 23, 2018)",Language: English,ISBN-10: 1465476687
"https://images-na.ssl-images-amazon.com/images/I/41HT2wMcACL._SX258_BO1,204,203,200_.jpg",Artificial Intelligence: A Modern Approach (3rd Edition),Peter Norvig,Hardcover: 1152 pages,"Publisher: Pearson; 3 edition (December 11, 2009)",Language: English,ISBN-10: 0136042597
"https://images-na.ssl-images-amazon.com/images/I/41iS4LACc%2BL._SX336_BO1,204,203,200_.jpg",From Gutenberg to Google: The History of Our Future,Tom Wheeler,Hardcover: 300 pages,"Publisher: Brookings Institution Press (February 26, 2019)",Language: English,ISBN-10: 0815735324
"https://images-na.ssl-images-amazon.com/images/I/51YPceLogJL._SY344_BO1,204,203,200_.jpg","How to Write Copy That Sells: The Step-By-Step System for More Sales, to More Customers, More Often",Ray Edwards,Paperback: 186 pages,"Publisher: Morgan James Publishing; Reprint edition (February 16, 2016)",Language: English,ISBN-10: 161448502X
"https://images-na.ssl-images-amazon.com/images/I/51cIgUvGhdL._SX399_BO1,204,203,200_.jpg",Nikon D5600 For Dummies (For Dummies (Computer/Tech)),Julie Adair King,Series: For Dummies (Computer/Tech),Paperback: 352 pages,"Publisher: For Dummies; 1 edition (May 1, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51sT5l54ONL._SX379_BO1,204,203,200_.jpg",Natural Language Processing with PyTorch: Build Intelligent Language Applications Using Deep Learning,None,Paperback: 256 pages,"Publisher: O'Reilly Media; 1 edition (February 11, 2019)",Language: English,ISBN-10: 1491978236
"https://images-na.ssl-images-amazon.com/images/I/41QAHnJ%2BgJL._SX258_BO1,204,203,200_.jpg",Hashtag Authentic: Finding creativity and building a community on Instagram and beyond,Sara Tasker,Hardcover: 192 pages,"Publisher: White Lion Publishing (February 19, 2019)",Language: English,ISBN-10: 1911127616
"https://images-na.ssl-images-amazon.com/images/I/51q7xoJQVdL._SX322_BO1,204,203,200_.jpg",The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,None,Hardcover: 320 pages,"Publisher: Little, Brown and Company (February 14, 2017)",Language: English,ISBN-10: 0316380504
"https://images-na.ssl-images-amazon.com/images/I/51FVeekMSrL._SX258_BO1,204,203,200_.jpg",How To Draw Five Nights at Freddy's: FnaF Drawing Guide,None,Paperback: 112 pages,"Publisher: CreateSpace Independent Publishing Platform (October 16, 2017)",Language: English,ISBN-10: 197829610X
"https://images-na.ssl-images-amazon.com/images/I/51-v62S6FNL._SX417_BO1,204,203,200_.jpg","InstaStyle: Curate Your Life, Create Stunning Photos, and Elevate Your Instagram Influence",Tessa Barton,Paperback: 192 pages,"Publisher: Alpha (October 23, 2018)",Language: English,ISBN-10: 1465476687
"https://images-na.ssl-images-amazon.com/images/I/41HT2wMcACL._SX258_BO1,204,203,200_.jpg",Artificial Intelligence: A Modern Approach (3rd Edition),Peter Norvig,Hardcover: 1152 pages,"Publisher: Pearson; 3 edition (December 11, 2009)",Language: English,ISBN-10: 0136042597
"https://images-na.ssl-images-amazon.com/images/I/41iS4LACc%2BL._SX336_BO1,204,203,200_.jpg",From Gutenberg to Google: The History of Our Future,Tom Wheeler,Hardcover: 300 pages,"Publisher: Brookings Institution Press (February 26, 2019)",Language: English,ISBN-10: 0815735324
"https://images-na.ssl-images-amazon.com/images/I/51YPceLogJL._SY344_BO1,204,203,200_.jpg","How to Write Copy That Sells: The Step-By-Step System for More Sales, to More Customers, More Often",Ray Edwards,Paperback: 186 pages,"Publisher: Morgan James Publishing; Reprint edition (February 16, 2016)",Language: English,ISBN-10: 161448502X
"https://images-na.ssl-images-amazon.com/images/I/51dP9jGr0VL._SX379_BO1,204,203,200_.jpg",Introduction to Machine Learning with Python: A Guide for Data Scientists,Sarah Guido,Paperback: 400 pages,"Publisher: O'Reilly Media; 1 edition (October 21, 2016)",Language: English,ISBN-10: 1449369413
"https://images-na.ssl-images-amazon.com/images/I/510B-2RAXOL._SX408_BO1,204,203,200_.jpg",Microsoft Project 2016 Step by Step,Timothy Johnson,Series: Step by Step,Paperback: 576 pages,"Publisher: Microsoft Press; 1 edition (May 7, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51zYOAhejWL._SX397_BO1,204,203,200_.jpg",Linux Bible,Christopher Negus,Series: Bible,Paperback: 912 pages,"Publisher: Wiley; 9 edition (April 27, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51xTPwtWOHL._SX379_BO1,204,203,200_.jpg",,None,File Size: 9997 KB,Print Length: 330 pages,Simultaneous Device Usage: Unlimited,"Publisher: O'Reilly Media; 1 edition (April 14, 2015)"
"https://images-na.ssl-images-amazon.com/images/I/51wLKfemu4L._SX402_BO1,204,203,200_.jpg",AWS Certified Solutions Architect Associate All-in-One Exam Guide (Exam SAA-C01),Joyjeet Banerjee,Paperback: 464 pages,"Publisher: McGraw-Hill Education; 1 edition (August 31, 2018)",Language: English,ISBN-10: 1260108279
"https://images-na.ssl-images-amazon.com/images/I/51d17UBLs8L._SY344_BO1,204,203,200_.jpg",Pokémon Ultra Sun & Pokémon Ultra Moon: The Official Alola Region Strategy Guide (Pokemon (Prima Official Guide/Official Pokedex Guide)),Pokemon Company International,Series: Pokemon (Prima Official Guide/Official Pokedex Guide),Paperback: 480 pages,"Publisher: The Pokémon Company International (November 24, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41-kbngXCzL._SX377_BO1,204,203,200_.jpg",The World of Tom Clancy's The Division,None,"Pre-order Price Guarantee! Order now and if the Amazon.com price decreases between your order time and the end of the day of the release date, you'll receive the lowest price.  Here's how (restrictions apply) ",,,
"https://images-na.ssl-images-amazon.com/images/I/41z4WjvRWNL._SX258_BO1,204,203,200_.jpg","C++ in One Hour a Day, Sams Teach Yourself (8th Edition)",Siddhartha Rao,Series: Sams Teach Yourself,Paperback: 800 pages,"Publisher: Sams Publishing; 8 edition (January 2, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51jczuCs85L._SX258_BO1,204,203,200_.jpg","Practice Makes Perfect Basic English, Second Edition: (Beginner) 53 leasons +125 Exercises + 40 Audio Pronunciation Exercises (Practice Makes Perfect Series)",Julie Lachance,Series: Practice Makes Perfect Series,Paperback: 288 pages,"Publisher: McGraw-Hill Education; 2 edition (July 21, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51Z7tL%2BKS1L._SX323_BO1,204,203,200_.jpg",Tom Clancy's The Division: New York Collapse,None,Series: Tom Clancy,Paperback: 176 pages,"Publisher: Chronicle Books (March 8, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/518S6dT-3NL._SX378_BO1,204,203,200_.jpg",SAFe 4.5 Distilled: Applying the Scaled Agile Framework for Lean Enterprises (2nd Edition),None,Series: Safe 4.5,Paperback: 352 pages,"Publisher: Addison-Wesley Professional; 2 edition (October 11, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51mzEbU-nBL._SX395_BO1,204,203,200_.jpg",The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws,Dafydd Stuttard,Paperback: 912 pages,"Publisher: Wiley; 2 edition (September 27, 2011)",Language: English,ISBN-10: 1118026470
"https://images-na.ssl-images-amazon.com/images/I/517RwwWM4VL._SX333_BO1,204,203,200_.jpg",Learn C# in One Day and Learn It Well: C# for Beginners with Hands-on Project (Learn Coding Fast with Hands-On Project) (Volume 3),Jamie Chan,Series: Learn Coding Fast with Hands-On Project,Paperback: 160 pages,"Publisher: CreateSpace Independent Publishing Platform; 1 edition (October 27, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51VuudWNV9L._SX258_BO1,204,203,200_.jpg",The LEGO BOOST Idea Book: 95 Simple Robots and Hints for Making More!,Yoshihito Isogawa,Paperback: 264 pages,"Publisher: No Starch Press (September 25, 2018)",Language: English,ISBN-10: 9781593279844
"https://images-na.ssl-images-amazon.com/images/I/41SbWSolCgL._SX423_BO1,204,203,200_.jpg",Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),Kevin P. Murphy,Series: Adaptive Computation and Machine Learning series,Hardcover: 1104 pages,"Publisher: The MIT Press; 1 edition (August 24, 2012)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51Uxx7A6%2BOL._SX311_BO1,204,203,200_.jpg",Diary of a Minecraft Zombie Book 2: Bullies and Buddies (Volume 2),Zack Zombie,Age Range: 8 - 12 years,Grade Level: 3 - 7,Lexile Measure: 600 (What's this?),Series: Diary of a Minecraft Zombie (Book 2)
"https://images-na.ssl-images-amazon.com/images/I/51h3SnwJTkL._SY344_BO1,204,203,200_.jpg","Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,Paperback: 304 pages,"Publisher: Harper Paperbacks (September 5, 2017)",Language: English,ISBN-10: 0062651234
"https://images-na.ssl-images-amazon.com/images/I/41alLiAxaXL._SX258_BO1,204,203,200_.jpg",Getting to Know ArcGIS: For 10.3/10.3.1,None,Series: Getting to Know ArcGIS,Paperback: 768 pages,"Publisher: Esri Press; Updated for ArcGIS Desktop 10.6 edition (March 23, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51AAI6Og%2BEL._SX330_BO1,204,203,200_.jpg",Neural Networks and Deep Learning: A Textbook,Charu C. Aggarwal,Hardcover: 497 pages,"Publisher: Springer; 1st ed. 2018 edition (August 26, 2018)",Language: English,ISBN-10: 3319944622
"https://images-na.ssl-images-amazon.com/images/I/41cXvarOVPL._SX258_BO1,204,203,200_.jpg",Fusion 360 for Makers: Design Your Own Digital Models for 3D Printing and CNC Fabrication,Lydia Sloan Cline,Series: Make:,Paperback: 304 pages,"Publisher: Maker Media, Inc; 1 edition (May 25, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51WG1VDlc0L._SX404_BO1,204,203,200_.jpg",Hiding from the Internet: Eliminating Personal Online Information,Michael Bazzell,Paperback: 378 pages,"Publisher: CreateSpace Independent Publishing Platform; 4 edition (March 18, 2018)",Language: English,ISBN-10: 1986621383
"https://images-na.ssl-images-amazon.com/images/I/51fr0rumdGL._SX331_BO1,204,203,200_.jpg","Launch: An Internet Millionaire's Secret Formula To Sell Almost Anything Online, Build A Business You Love, And Live The Life Of Your Dreams",Jeff Walker,Paperback: 206 pages,"Publisher: Morgan James Publishing; 1st edition (June 24, 2014)",Language: English,ISBN-10: 9781630470173
"https://images-na.ssl-images-amazon.com/images/I/51CEs2v3hGL._SX393_BO1,204,203,200_.jpg","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition",Ralph Kimball,Paperback: 600 pages,"Publisher: Wiley; 3 edition (July 1, 2013)",Language: English,ISBN-10: 1118530802
"https://images-na.ssl-images-amazon.com/images/I/51fr0rumdGL._SX331_BO1,204,203,200_.jpg","Launch: An Internet Millionaire's Secret Formula To Sell Almost Anything Online, Build A Business You Love, And Live The Life Of Your Dreams",Jeff Walker,Paperback: 206 pages,"Publisher: Morgan James Publishing; 1st edition (June 24, 2014)",Language: English,ISBN-10: 9781630470173
"https://images-na.ssl-images-amazon.com/images/I/51CEs2v3hGL._SX393_BO1,204,203,200_.jpg","The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition",Ralph Kimball,Paperback: 600 pages,"Publisher: Wiley; 3 edition (July 1, 2013)",Language: English,ISBN-10: 1118530802
"https://images-na.ssl-images-amazon.com/images/I/41GISA%2BkrYL._SX397_BO1,204,203,200_.jpg",Envisioning Information,Edward R. Tufte,Hardcover: 126 pages,"Publisher: Graphics Pr (May 1, 1990)",Language: English,ISBN-10: 9780961392116
"https://images-na.ssl-images-amazon.com/images/I/513GXqfvg-L._SX433_BO1,204,203,200_.jpg",Head First Python: A Brain-Friendly Guide,Paul Barry,Paperback: 624 pages,"Publisher: O'Reilly Media; 2 edition (December 3, 2016)",Language: English,ISBN-10: 1491919531
"https://images-na.ssl-images-amazon.com/images/I/41MG7p5xZZL._SY344_BO1,204,203,200_.jpg",Official (ISC)2 Guide to the CISSP CBK ((ISC)2 Press),None,Series: (ISC)2 Press,Hardcover: 1304 pages,"Publisher: Auerbach Publications; 4 edition (March 11, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51lcw22z4sL._SY344_BO1,204,203,200_.jpg","F#ck Content Marketing: Focus on Content Experience to Drive Demand, Revenue & Relationships",Randy Frisch,Paperback: 250 pages,"Publisher: Lioncrest Publishing (February 28, 2019)",Language: English,ISBN-10: 154451364X
"https://images-na.ssl-images-amazon.com/images/I/51jTTziN3dL._SY344_BO1,204,203,200_.jpg",Crush It!: Why NOW Is the Time to Cash In on Your Passion,Gary Vaynerchuk,Hardcover: 142 pages,"Publisher: Harper Studio; First Edition, 1st Printing edition (October 13, 2009)",Language: English,ISBN-10: 0061914177
"https://images-na.ssl-images-amazon.com/images/I/51be3hLOccL._SX258_BO1,204,203,200_.jpg",DAMA-DMBOK: Data Management Body of Knowledge (2nd Edition),None,Paperback: 590 pages,"Publisher: Technics Publications; Second edition (July 1, 2017)",Language: English,ISBN-10: 1634622340
"https://images-na.ssl-images-amazon.com/images/I/61kNNyT-uUL._SX312_BO1,204,203,200_.jpg",USA TODAY Crossword 3: 200 Puzzles from The Nation's No. 1 Newspaper (USA Today Puzzles),None,Series: USA Today Puzzles (Book 21),Paperback: 448 pages,"Publisher: Andrews McMeel Publishing; Original edition (June 12, 2012)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51Cf8P7WTAL._SX379_BO1,204,203,200_.jpg",The Site Reliability Workbook: Practical Ways to Implement SRE,Betsy Beyer,Paperback: 500 pages,"Publisher: O'Reilly Media; 1 edition (August 4, 2018)",Language: English,ISBN-10: 1492029505
"https://images-na.ssl-images-amazon.com/images/I/51s3StfWhyL._SX388_BO1,204,203,200_.jpg",Systems Analysis and Design (Shelly Cashman Series),Scott Tilley,Hardcover: 752 pages,"Publisher: Cengage Learning; 11 edition (February 5, 2016)",Language: English,ISBN-10: 1305494601
"https://images-na.ssl-images-amazon.com/images/I/61Q8vDgINjL._SX258_BO1,204,203,200_.jpg",Legend of Zelda: Breath of the Wild 2019 Wall Calendar,Nintendo,Calendar: 24 pages,"Publisher: Harry N. Abrams; Wal edition (August 7, 2018)",Language: English,ISBN-10: 1419731009
"https://images-na.ssl-images-amazon.com/images/I/51036TG4nHL._SX258_BO1,204,203,200_.jpg","The Skyrim Library - Volumes I, II & III (Box Set)",Bethesda Softworks,Series: Skyrim,Hardcover: 232 pages,"Publisher: Titan Books; Box edition (September 12, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51OahAdeNYL._SY344_BO1,204,203,200_.jpg",Overwatch: Anthology Volume 1,Micky Neilson,Series: Overwatch Anthology,Hardcover: 144 pages,"Publisher: Dark Horse Books (October 10, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41k5qO3HLcL._SY344_BO1,204,203,200_.jpg","Blue Team Handbook: SOC, SIEM, and Threat Hunting Use Cases: A condensed field guide for the Security Operations team (Volume 2)",None,Series: Blue Team Handbook (Book 2),Paperback: 254 pages,"Publisher: CreateSpace Independent Publishing Platform; 1.0 edition (August 26, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41IJ6AnDisL._SX385_BO1,204,203,200_.jpg",Show Me the Numbers: Designing Tables and Graphs to Enlighten,Stephen Few,Hardcover: 371 pages,"Publisher: Analytics Press; Second edition (June 1, 2012)",Language: English,ISBN-10: 0970601972
"https://images-na.ssl-images-amazon.com/images/I/51DQm1LNI2L._SY414_BO1,204,203,200_.jpg",CompTIA Security+ Certification Kit: Exam SY0-501,None,Paperback,"Publisher: Sybex; 5 edition (May 15, 2018)",Language: English,ISBN-10: 1119532566
"https://images-na.ssl-images-amazon.com/images/I/51z5LliosvL._SX368_BO1,204,203,200_.jpg",QuickBooks 2018 For Dummies (For Dummies (Computer/Tech)),Stephen L. Nelson,Series: For Dummies (Computer/Tech),Paperback: 416 pages,"Publisher: For Dummies; 1 edition (October 30, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51OO5s49U%2BL._SX398_BO1,204,203,200_.jpg",7th Grade Common Core Math: Daily Practice Workbook - Part I: Multiple Choice | 1000+ Practice Questions and Video Explanations | Argo Brothers,Argo Brothers,Paperback: 144 pages,"Publisher: Argo Brothers Inc (January 5, 2019)",Language: English,ISBN-10: 1946755567
"https://images-na.ssl-images-amazon.com/images/I/51TNoMwP0lL._SY344_BO1,204,203,200_.jpg",World of Warcraft Chronicle Volume 3,None,Hardcover: 184 pages,"Publisher: Dark Horse Books (March 27, 2018)",Language: English,ISBN-10: 1616558474
"https://images-na.ssl-images-amazon.com/images/I/510YNDFMVEL._SX258_BO1,204,203,200_.jpg",4th grade Math Workbook: CommonCore Math Workbook,Ace Academic Publishing,Paperback: 244 pages,"Publisher: Ace Academic Publishing; V1.0 edition (September 20, 2018)",Language: English,ISBN-10: 1949383032
"https://images-na.ssl-images-amazon.com/images/I/31SELokBuKL._SY344_BO1,204,203,200_.jpg",Bloodborne Official Artworks,FromSoftware,Paperback: 256 pages,"Publisher: Udon Entertainment (July 4, 2017)",Language: English,ISBN-10: 1772940364
"https://images-na.ssl-images-amazon.com/images/I/41Cj9qhc2gL._SX331_BO1,204,203,200_.jpg",600 Fortnite Tricks: The Expanded Fortnite Battle Royale Strategy Guide,Sam Chang,Paperback: 116 pages,"Publisher: Independently published (December 20, 2018)",Language: English,ISBN-10: 1792043600
"https://images-na.ssl-images-amazon.com/images/I/51Ye5W%2BM2CL._SX330_BO1,204,203,200_.jpg",Lean UX: Designing Great Products with Agile Teams,Jeff Gothelf,Hardcover: 208 pages,"Publisher: O'Reilly Media; 2 edition (October 20, 2016)",Language: English,ISBN-10: 9781491953600
"https://images-na.ssl-images-amazon.com/images/I/51SAAAspZrL._SX387_BO1,204,203,200_.jpg",Design for How People Learn (2nd Edition) (Voices That Matter),Julie Dirksen,Series: Voices That Matter,Paperback: 304 pages,"Publisher: New Riders; 2 edition (December 17, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51nnYGq964L._SX381_BO1,204,203,200_.jpg",Mastering Bitcoin: Programming the Open Blockchain,Andreas M. Antonopoulos,Paperback: 416 pages,"Publisher: O'Reilly Media; 2 edition (July 1, 2017)",Language: English,ISBN-10: 9781491954386
"https://images-na.ssl-images-amazon.com/images/I/512KPmZIG7L._SY344_BO1,204,203,200_.jpg",A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort,Mark Myers,Paperback: 254 pages,"Publisher: CreateSpace Independent Publishing Platform; 1 edition (March 20, 2014)",Language: English,ISBN-10: 1497408180
"https://images-na.ssl-images-amazon.com/images/I/51xxOXuS%2BBL._SX258_BO1,204,203,200_.jpg","MCSA Windows Server 2016 Exam Ref 3-Pack: Exams 70-740, 70-741, and 70-742",Craig Zacker,Series: Exam Ref,Paperback: 9998 pages,"Publisher: Microsoft Press; 1 edition (April 17, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51kcCxXE%2BVL._SX404_BO1,204,203,200_.jpg",Light Science & Magic: An Introduction to Photographic Lighting,Fil Hunter,Paperback: 400 pages,"Publisher: Routledge; 5 edition (February 27, 2015)",Language: English,ISBN-10: 0415719402
"https://images-na.ssl-images-amazon.com/images/I/41fM-LOujxL._SY344_BO1,204,203,200_.jpg","The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",Scott Galloway,Hardcover: 320 pages,"Publisher: Portfolio; First Edition edition (October 3, 2017)",Language: English,ISBN-10: 0735213658
"https://images-na.ssl-images-amazon.com/images/I/51upQmM9gjL._SX402_BO1,204,203,200_.jpg","Java: The Complete Reference, Eleventh Edition",Herbert Schildt,Paperback: 1248 pages,"Publisher: McGraw-Hill Education; 11 edition (December 12, 2018)",Language: English,ISBN-10: 1260440230
"https://images-na.ssl-images-amazon.com/images/I/515NwpUROfL._SY344_BO1,204,203,200_.jpg",Excel 2016 for Beginners: A Step by Step Guide to Learn Excel in One Day,None,Paperback: 128 pages,"Publisher: CreateSpace Independent Publishing Platform (May 22, 2018)",Language: English,ISBN-10: 1719271321
"https://images-na.ssl-images-amazon.com/images/I/41Q12OkmVrL._SX328_BO1,204,203,200_.jpg","The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,Paperback: 560 pages,"Publisher: Simon & Schuster; Reprint edition (October 6, 2015)",Language: English,ISBN-10: 1476708703
"https://images-na.ssl-images-amazon.com/images/I/51QMJK1VtkL._SX304_BO1,204,203,200_.jpg",Linux Pocket Guide: Essential Commands,Daniel J. Barrett,Paperback: 272 pages,"Publisher: O'Reilly Media; 3 edition (June 23, 2016)",Language: English,ISBN-10: 1491927577
"https://images-na.ssl-images-amazon.com/images/I/51PzbFaqTDL._SX330_BO1,204,203,200_.jpg","Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,Paperback: 352 pages,"Publisher: Dey Street Books; Reprint edition (February 20, 2018)",Language: English,ISBN-10: 9780062390868
"https://images-na.ssl-images-amazon.com/images/I/51HVyQfhcIL._SY344_BO1,204,203,200_.jpg",Eating Animals,Jonathan Safran Foer,Paperback: 368 pages,"Publisher: Back Bay Books (September 1, 2010)",Language: English,ISBN-10: 0316069884
"https://images-na.ssl-images-amazon.com/images/I/518wSuluPTL._SX376_BO1,204,203,200_.jpg","The Linux Command Line, 2nd Edition: A Complete Introduction",None,Paperback: 504 pages,"Publisher: No Starch Press; 2 edition (March 7, 2019)",Language: English,ISBN-10: 1593279523
"https://images-na.ssl-images-amazon.com/images/I/51wvkn1OhcL._SX258_BO1,204,203,200_.jpg",Canon EOS Rebel T7i/800D For Dummies (For Dummies (Computer/Tech)),Julie Adair King,Series: For Dummies (Computer/Tech),Paperback: 352 pages,"Publisher: For Dummies; 1 edition (August 7, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41fpVG8ZtjL._SX331_BO1,204,203,200_.jpg",UX Strategy: How to Devise Innovative Digital Products that People Want,Jaime Levy,Paperback: 312 pages,"Publisher: O'Reilly Media; 1 edition (June 1, 2015)",Language: English,ISBN-10: 1449372864
"https://images-na.ssl-images-amazon.com/images/I/6160jabSiUL._SX258_BO1,204,203,200_.jpg",Adobe Illustrator CC Classroom in a Book (2018 release),Brian Wood,Series: Classroom in a Book,Paperback: 480 pages,"Publisher: Adobe Press; 1 edition (December 27, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51HnObzgc5L._SY344_BO1,204,203,200_.jpg",Python Pocket Reference: Python In Your Pocket (Pocket Reference (O'Reilly)),Mark Lutz,Series: Pocket Reference (O'Reilly),Paperback: 266 pages,"Publisher: O'Reilly Media; Fifth edition (February 9, 2014)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51om7fyjggL._SX405_BO1,204,203,200_.jpg",A Philosophy of Software Design,None,Paperback: 190 pages,"Publisher: Yaknyam Press; 1 edition (April 6, 2018)",Language: English,ISBN-10: 1732102201
"https://images-na.ssl-images-amazon.com/images/I/51nVL8HiG1L._SY344_BO1,204,203,200_.jpg","Breaking and Entering: The Extraordinary Story of a Hacker Called ""Alien""",Jeremy N. Smith,Hardcover: 304 pages,"Publisher: Eamon Dolan/Houghton Mifflin Harcourt (January 8, 2019)",Language: English,ISBN-10: 0544903218
"https://images-na.ssl-images-amazon.com/images/I/517fSeXAaiL._SX357_BO1,204,203,200_.jpg",Mega Man Zero: Official Complete Works,Capcom,"Pre-order Price Guarantee! Order now and if the Amazon.com price decreases between your order time and the end of the day of the release date, you'll receive the lowest price.  Here's how (restrictions apply) ",,,
"https://images-na.ssl-images-amazon.com/images/I/51OM3mqEU4L._SX396_BO1,204,203,200_.jpg",CompTIA A+(r) Certification All-in-One For Dummies(r) (For Dummies (Computer/tech)),Glen E. Clarke,Series: For Dummies (Computer/tech),Paperback: 1248 pages,"Publisher: For Dummies; 5 edition (August 1, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51gIjLENmaL._SX258_BO1,204,203,200_.jpg",Access 2016 Bible,Michael Alexander,Series: Bible,Paperback: 1152 pages,"Publisher: Wiley; 1 edition (November 2, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/518KlDL92eL._SX258_BO1,204,203,200_.jpg",Effective Python: 59 Specific Ways to Write Better Python (Effective Software Development Series),Brett Slatkin,Series: Effective Software Development Series,Paperback: 256 pages,"Publisher: Addison-Wesley Professional; 1 edition (March 8, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51WypjNOT9L._SY344_BO1,204,203,200_.jpg",100 Things Every Designer Needs to Know About People (Voices That Matter),None,Series: Voices That Matter,Paperback: 256 pages,"Publisher: New Riders; 1 edition (April 24, 2011)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51OM3mqEU4L._SX396_BO1,204,203,200_.jpg",CompTIA A+(r) Certification All-in-One For Dummies(r) (For Dummies (Computer/tech)),Glen E. Clarke,Series: For Dummies (Computer/tech),Paperback: 1248 pages,"Publisher: For Dummies; 5 edition (August 1, 2016)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51gIjLENmaL._SX258_BO1,204,203,200_.jpg",Access 2016 Bible,Michael Alexander,Series: Bible,Paperback: 1152 pages,"Publisher: Wiley; 1 edition (November 2, 2015)",Language: English
